set,frame,closed_by_labeler,aspect,centre_off,min_conf,opening_px
1_20251031_Pluto_spont_1/training-data/labels/val20,img064452.png,False,0.4282822608947754,0.5114281088350568,0.3891270160675049,248.1437225341797
2_pluton2/training-data/labels/batch01,img005325.png,False,0.8296077251434326,0.04203743293297223,0.3869539201259613,192.41749572753906
2_pluton2/training-data/labels/batch01,img005530.png,False,0.8321549296379089,0.025991897197828268,0.5962271094322205,179.6608123779297
2_pluton2/training-data/labels/batch01,img008385.png,False,0.7889752388000488,0.03967886096599472,0.272417277097702,164.8544921875
2_pluton2/training-data/labels/batch01,img011675.png,False,0.8693191409111023,0.05462586988565977,0.4495778977870941,235.44639587402344
2_pluton2/training-data/labels/batch01,img014080.png,False,0.8256738185882568,0.002891575490896323,0.4896281659603119,175.40338134765625
2_pluton2/training-data/labels/batch01,img015470.png,False,0.6490341424942017,0.10589828810683774,0.32042673230171204,147.98858642578125
2_pluton2/training-data/labels/batch01,img018430.png,False,0.7630852460861206,0.017217207062414225,0.5304744243621826,164.09161376953125
2_pluton2/training-data/labels/batch01,img021150.png,False,0.5404902696609497,0.061262126642022935,0.11026451736688614,399.3132019042969
2_pluton2/training-data/labels/batch01,img025855.png,False,0.8455510139465332,0.04617790678617954,0.6360510587692261,185.08274841308594
2_pluton2/training-data/labels/batch01,img027220.png,False,0.7545532584190369,0.027365063412758857,0.5530431866645813,164.39781188964844
2_pluton2/training-data/labels/batch01,img027620.png,False,0.8338298201560974,0.07395915652223946,0.5639116764068604,193.70545959472656
2_pluton2/training-data/labels/batch01,img032120.png,False,0.7971874475479126,0.10290312322000299,0.6938539743423462,205.6072540283203
2_pluton2/training-data/labels/batch01,img032585.png,False,0.7372783422470093,0.13864277645556827,0.5896234512329102,211.61497497558594
2_pluton2/training-data/labels/batch01,img032955.png,False,0.8136680126190186,0.04558161289808046,0.08917236328125,224.35623168945312
2_pluton2/training-data/labels/batch01,img037235.png,False,0.7990284562110901,0.08456003720364588,0.45967575907707214,223.97161865234375
2_pluton2/training-data/labels/batch01,img042640.png,False,0.8209161162376404,0.04268270278064338,0.43515995144844055,190.4808807373047
2_pluton2/training-data/labels/batch01,img049720.png,False,0.9626927375793457,0.10702078076211548,0.1379297822713852,209.45767211914062
2_pluton2/training-data/labels/batch01,img052250.png,False,0.7608985304832458,0.08586385059180279,0.16270408034324646,250.7969512939453
2_pluton2/training-data/labels/batch01,img054470.png,False,0.8111785054206848,0.01748525216280012,0.5899348258972168,184.6741485595703
2_pluton2/training-data/labels/batch01,img055660.png,False,0.8750736713409424,0.020815676219282382,0.76658034324646,194.13682556152344
2_pluton2/training-data/labels/batch02,img004743.png,False,0.6233351826667786,0.08232649441527015,0.5655270218849182,146.87060546875
2_pluton2/training-data/labels/batch02,img006064.png,False,0.7613425254821777,0.10445924626541266,0.586182713508606,206.2264862060547
2_pluton2/training-data/labels/batch02,img006427.png,False,0.781658411026001,0.17186327555483558,0.2699055075645447,113.84918975830078
2_pluton2/training-data/labels/batch02,img013231.png,False,0.7343869209289551,0.10950280701700237,0.5715752243995667,192.4643096923828
2_pluton2/training-data/labels/batch02,img015165.png,False,0.5850597620010376,0.13403631999178717,0.36276695132255554,138.71035766601562
2_pluton2/training-data/labels/batch02,img016666.png,False,0.684116542339325,0.1534791633625537,0.43080389499664307,192.69451904296875
2_pluton2/training-data/labels/batch02,img020908.png,True,0.7956399917602539,0.014518986899761829,0.011854627169668674,169.9154510498047
2_pluton2/training-data/labels/batch02,img022840.png,True,0.951147735118866,0.1327161439532768,0.4704892039299011,165.2563934326172
2_pluton2/training-data/labels/batch02,img026425.png,False,0.8565549254417419,0.048418589495639756,0.5146582722663879,176.48435974121094
2_pluton2/training-data/labels/batch02,img027143.png,False,0.6497555375099182,0.05511772806300414,0.5513020753860474,150.90594482421875
2_pluton2/training-data/labels/batch02,img027893.png,False,0.7732945084571838,0.10637408469113431,0.5676282048225403,206.83892822265625
2_pluton2/training-data/labels/batch02,img028146.png,True,10.419838905334473,10.652705496275718,0.01849067024886608,471.3403625488281
2_pluton2/training-data/labels/batch02,img030883.png,False,0.6690892577171326,0.055249619208392,0.46053919196128845,156.7227325439453
2_pluton2/training-data/labels/batch02,img032680.png,False,0.8013564944267273,0.10293718560637113,0.3297727108001709,228.41188049316406
2_pluton2/training-data/labels/batch02,img032803.png,False,1.1781738996505737,1.6558107794706811,0.43196097016334534,204.2963409423828
2_pluton2/training-data/labels/batch02,img040046.png,False,0.789799690246582,0.03309450390384801,0.6274434328079224,177.52964782714844
2_pluton2/training-data/labels/batch02,img049183.png,False,0.7507702112197876,0.10870011060579247,0.2988055348396301,243.40069580078125
2_pluton2/training-data/labels/batch02,img049815.png,False,0.7731848359107971,0.05795589540006917,0.624727189540863,219.97303771972656
2_pluton2/training-data/labels/batch02,img051846.png,False,0.7371516823768616,0.04520812483321781,0.24610203504562378,215.84408569335938
2_pluton2/training-data/labels/batch02,img054637.png,False,0.8112463355064392,0.03619594248927572,0.6064264178276062,188.1348419189453
2_pluton2/training-data/labels/batch03,img000937.png,False,1.0505282878875732,0.10682356067857421,0.8292062282562256,222.19911193847656
2_pluton2/training-data/labels/batch03,img001712.png,False,0.6481772065162659,0.10007361373772397,0.46261468529701233,172.98023986816406
